iter	Passed	Remaining
1693	5962	1077
1694	5966	1073
1695	5969	1070
1696	5973	1066
1697	5976	1062
1698	5980	1059
1699	5983	1055
1700	5987	1052
1701	5990	1048
1702	5994	1045
1703	5997	1041
1704	6001	1038
1705	6005	1034
1706	6008	1031
1707	6012	1027
1708	6016	1024
1709	6020	1021
1710	6023	1017
1711	6027	1013
1712	6030	1010
1713	6034	1006
1714	6037	1003
1715	6040	999
1716	6044	996
1717	6047	992
1718	6051	989
1719	6054	985
1720	6057	982
1721	6061	978
1722	6064	974
1723	6067	971
1724	6071	967
1725	6074	964
1726	6078	960
1727	6081	957
1728	6085	953
1729	6088	950
1730	6091	946
1731	6095	943
1732	6098	939
1733	6102	936
1734	6105	932
1735	6108	929
1736	6112	925
1737	6115	921
1738	6119	918
1739	6123	914
1740	6126	911
1741	6130	907
1742	6133	904
1743	6136	900
1744	6140	897
1745	6143	893
1746	6147	890
1747	6150	886
1748	6154	883
1749	6157	879
1750	6161	876
1751	6164	872
1752	6167	869
1753	6171	865
1754	6174	861
1755	6178	858
1756	6181	854
1757	6184	851
1758	6188	847
1759	6191	844
1760	6194	840
1761	6198	837
1762	6201	833
1763	6205	830
1764	6208	826
1765	6212	823
1766	6215	819
1767	6218	816
1768	6222	812
1769	6225	808
1770	6229	805
1771	6232	801
1772	6236	798
1773	6239	794
1774	6242	791
1775	6246	787
1776	6249	784
1777	6253	780
1778	6256	777
1779	6260	773
1780	6263	770
1781	6267	766
1782	6270	763
1783	6274	759
1784	6277	756
1785	6280	752
1786	6284	749
1787	6287	745
1788	6291	742
1789	6294	738
1790	6298	735
1791	6302	731
1792	6305	727
1793	6309	724
1794	6312	720
1795	6316	717
1796	6319	713
1797	6323	710
1798	6326	706
1799	6330	703
1800	6333	699
1801	6337	696
1802	6340	692
1803	6344	689
1804	6347	685
1805	6350	682
1806	6354	678
1807	6357	675
1808	6361	671
1809	6364	668
1810	6368	664
1811	6371	661
1812	6375	657
1813	6378	654
1814	6382	650
1815	6385	647
1816	6388	643
1817	6392	639
1818	6395	636
1819	6399	632
1820	6403	629
1821	6406	625
1822	6410	622
1823	6413	618
1824	6417	615
1825	6420	611
1826	6424	608
1827	6427	604
1828	6430	601
1829	6434	597
1830	6437	594
1831	6441	590
1832	6444	587
1833	6448	583
1834	6451	580
1835	6454	576
1836	6458	573
1837	6461	569
1838	6465	566
1839	6469	562
1840	6472	558
1841	6475	555
1842	6478	551
1843	6482	548
1844	6485	544
1845	6488	541
1846	6492	537
1847	6496	534
1848	6499	530
1849	6503	527
1850	6506	523
1851	6509	520
1852	6513	516
1853	6516	513
1854	6520	509
1855	6523	506
1856	6527	502
1857	6530	499
1858	6535	495
1859	6539	492
1860	6543	488
1861	6546	485
1862	6550	481
1863	6553	478
1864	6557	474
1865	6560	471
1866	6563	467
1867	6567	464
1868	6571	460
1869	6574	457
1870	6577	453
1871	6581	450
1872	6584	446
1873	6588	442
1874	6591	439
1875	6594	435
1876	6598	432
1877	6601	428
1878	6604	425
1879	6608	421
1880	6611	418
1881	6614	414
1882	6618	411
1883	6621	407
1884	6625	404
1885	6628	400
1886	6632	397
1887	6635	393
1888	6639	390
1889	6642	386
1890	6646	383
1891	6649	379
1892	6653	376
1893	6656	372
1894	6659	369
1895	6663	365
1896	6666	361
1897	6671	358
1898	6674	354
1899	6677	351
1900	6681	347
1901	6684	344
1902	6687	340
1903	6691	337
1904	6694	333
1905	6698	330
1906	6701	326
1907	6705	323
1908	6708	319
1909	6712	316
1910	6715	312
1911	6718	309
1912	6722	305
1913	6725	302
1914	6729	298
1915	6732	295
1916	6736	291
1917	6739	288
1918	6743	284
1919	6746	281
1920	6749	277
1921	6753	274
1922	6756	270
1923	6760	267
1924	6763	263
1925	6766	259
1926	6770	256
1927	6773	252
1928	6776	249
1929	6780	245
1930	6783	242
1931	6787	238
1932	6790	235
1933	6793	231
1934	6797	228
1935	6800	224
1936	6804	221
1937	6807	217
1938	6810	214
1939	6814	210
1940	6817	207
1941	6821	203
1942	6824	200
1943	6828	196
1944	6831	193
1945	6835	189
1946	6838	186
1947	6841	182
1948	6845	179
1949	6849	175
1950	6852	172
1951	6855	168
1952	6859	165
1953	6862	161
1954	6865	158
1955	6869	154
1956	6872	151
1957	6876	147
1958	6879	143
1959	6882	140
1960	6886	136
1961	6889	133
1962	6893	129
1963	6896	126
1964	6899	122
1965	6903	119
1966	6907	115
1967	6910	112
1968	6914	108
1969	6917	105
1970	6920	101
1971	6924	98
1972	6927	94
1973	6931	91
1974	6934	87
1975	6938	84
1976	6941	80
1977	6944	77
1978	6948	73
1979	6951	70
1980	6955	66
1981	6958	63
1982	6962	59
1983	6965	56
1984	6969	52
1985	6972	49
1986	6976	45
1987	6979	42
1988	6983	38
1989	6987	35
1990	6990	31
1991	6994	28
1992	6997	24
1993	7001	21
1994	7005	17
1995	7008	14
1996	7012	10
1997	7015	7
1998	7019	3
1999	7022	0
